inflow
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
5.4326304
15.461219
30.987386
39.108248
35.404163
31.994088
28.854706
25.964443
23.303578
20.853908
18.598634
16.522418
14.610933
13.308874
11.652463
10.127523
8.7236019
7.4310936
6.241177
5.1457447
4.1372287
3.2087521
2.3539718
1.5670335
0.30397063
0.0
11.947765
26.67955
23.96194
21.460019
19.156652
17.036107
15.083889
13.286625
11.631956
10.108645
8.7062411
7.4151374
6.226513
5.1322044
4.1247615
3.1972794
2.3434093
1.5573081
0.28635195
0.0
4.3481258
3.4029177
2.5327262
1.7316015
0.60205432
17.769923
19.417907
24.366294
21.832293
21.022853
24.137851
22.459079
50.40563
45.804907
41.56938
37.669943
34.08008
30.775068
27.732434
24.931223
22.352386
19.978171
17.792453
15.780174
13.927626
12.222111
10.651942
9.2064454
8.6691598
7.3809777
6.1950501
5.1032641
46.788517
87.499521
79.954599
75.246397
68.674016
62.623583
57.05296
51.924671
47.203378
43.340686
40.598299
37.647582
34.212449
33.021352
32.5825
32.510023
32.447154
32.72296
32.321583
31.954422
29.633525
26.68146
24.446525
23.375156
22.716682
22.767416
21.828529
20.634567
21.473728
49.779124
69.352154
77.527459
156.42693
147.79709
137.86886
131.15883
148.46849
165.60343
154.85153
146.5515
138.90826
134.65346
128.35582
124.55667
121.86209
119.78666
125.5219
133.63822
223.41093
207.1873
174.8333
170.35264
170.88358
162.04193
155.32572
147.8235
171.28866
372.28282
467.82674
326.23458
221.64058
169.46269
158.33661
149.895
140.76345
135.34171
130.64868
146.80995
144.95476
142.28603
139.6555
182.37991
258.11285
294.13116
434.70695
304.21559
224.13402
175.52436
169.79361
165.87311
161.44639
157.81916
154.81614
235.30617
254.61148
297.71569
314.35059
219.59043
173.06126
166.67485
164.59774
167.88954
163.64767
164.00556
162.68131
160.96714
165.15283
194.93699
183.08445
164.61965
150.9535
138.37282
126.78997
120.32266
141.27696
161.76551
148.32635
136.65753
127.58273
116.99658
146.01438
136.95643
125.48595
114.9262
105.20472
101.65784
101.44771
92.795967
84.83079
77.497681
70.746636
64.531585
58.809827
53.54209
48.692474
44.227716
52.699558
53.093744
90.605923
128.59403
118.63546
108.61957
106.05197
121.94749
136.93452
139.43975
128.06254
117.29828
107.38858
100.03188
154.4987
229.93443
176.57331
160.79353
147.43134
137.54692
146.54026
150.39054
139.03579
134.82145
133.59664
133.74216
141.6416
131.41615
123.70717
157.25114
151.43893
140.85446
129.07497
129.63287
302.86943
232.29415
170.27286
390.22905
609.98748
414.05435
278.53735
186.57852
162.47005
148.97527
162.48185
150.95743
138.3762
126.79334
121.81771
116.72577
107.08126
97.982293
92.025687
122.98521
113.55307
103.94058
95.091075
86.943301
79.442764
72.537776
66.180017
60.327351
56.929355
61.64767
148.83369
208.20928
202.92969
166.16021
153.10365
154.32228
177.08458
161.02894
147.72293
135.39845
124.05214
113.60645
103.98946
95.136022
86.984877
79.480969
72.57261
66.212604
79.469733
72.562497
66.940184
76.315574
80.605207
74.072717
67.593602
61.628568
56.137164
53.712777
48.915692
49.748673
45.266105
41.073333
42.435734
38.599392
34.935703
31.562821
50.183592
143.24396
131.27456
120.73617
110.55342
101.17859
92.548197
84.602684
77.288116
70.553364
64.353482
141.42473
129.59972
140.31285
128.57606
117.77135
107.82401
100.34819
91.783535
83.898701
76.639755
69.957254
63.804566
58.140678
52.92581
48.125073
43.705375
39.636432
41.128955
42.473883
71.964139
65.652451
59.841361
54.491877
49.566862
45.032717
40.85843
37.015458
33.477508
30.220365
27.221724
24.461076
21.91949
19.579716
17.425573
